0.050489,0.6438,1
0.54442,0.6511,1
0.0014136,0.010601,1
0.29348,0.46498,1
0.31342,0.22028,1
0.21955,0.21009,1
0.25131,0.35086,1
0.38209,0.44673,1
0.072875,0.62566,1
0.093448,0.72807,1
0.52685,0.37633,1
0.047742,0.8264,1
0.43539,0.12202,1
0.91869,0.18473,1
0.16178,0.034852,1
0.57382,0.58412,1
0.64562,0.021838,1
0.06102,0.74496,1
0.10051,0.36095,1
0.44496,0.010499,1
0.86079,0.24451,1
0.85315,0.4903,1
0.54803,0.11439,1
0.2453,0.79508,1
0.80222,0.48252,1
0.088852,0.94165,1
0.17801,0.23099,1
0.037387,0.19405,1
0.099515,0.39991,1
0.13875,0.92676,1
0.23528,0.20735,1
0.42427,0.49102,1
0.30448,0.93015,1
0.65787,0.31682,1
0.5971,0.57909,1
0.3308,0.45397,1
0.82831,0.020214,1
0.54453,0.73356,1
0.10505,0.085162,1
0.2581,0.82676,1
0.87497,0.47254,1
0.14484,0.85275,1
0.32598,0.41735,1
0.85156,0.25323,1
0.10506,0.30363,1
0.38307,0.54877,1
0.94979,0.080621,1
0.42805,0.33224,1
0.25912,0.46971,1
0.04598,0.35765,1
0.13917,8.7883e-05,1
0.030072,0.82337,1
0.38187,0.25653,1
0.021215,0.51488,1
0.4079,0.57026,1
0.061359,0.22271,1
0.46936,0.59483,1
0.21127,0.31952,1
0.69171,0.33293,1
0.50558,0.66644,1
0.12241,0.29555,1
0.14203,0.6276,1
0.31274,0.7724,1
0.29392,0.57253,1
0.04722,0.21846,1
0.64001,0.35537,1
0.40279,0.7082,1
0.54499,0.46677,1
0.80203,0.54894,1
0.61187,0.46062,1
0.76765,0.56046,1
0.32564,0.17729,1
0.20884,0.3093,1
0.70104,0.56208,1
0.025944,0.63008,1
0.19713,0.35566,1
0.9166,0.29555,1
0.46214,0.36633,1
0.7435,0.445,1
0.2663,0.80937,1
0.17611,0.9232,1
0.11883,0.78074,1
0.43793,0.74777,1
0.53826,0.24325,1
0.47926,0.2006,1
0.21387,0.92203,1
0.44208,0.48235,1
0.30036,0.93521,1
0.50678,0.63766,1
0.32092,0.72021,1
0.23227,0.24657,1
0.34317,0.91199,1
0.42032,0.52272,1
0.56594,0.50804,1
0.54851,0.32752,1
0.48406,0.052063,1
0.78785,0.53167,1
0.7515,0.094488,1
0.0014459,0.053556,1
0.75384,0.22108,1
-0.16646,-0.54675,1
-0.14168,-0.71203,1
-0.44251,-0.83074,1
-0.37409,-0.46618,1
-0.92286,-0.23845,1
-0.58656,-0.5285,1
-0.10774,-0.064906,1
-0.90446,-0.33374,1
-0.49644,-0.66666,1
-0.88091,-0.47045,1
-0.05442,-0.41156,1
-0.052388,-0.36659,1
-0.88801,-0.37951,1
-0.82212,-0.14467,1
-0.24519,-0.076682,1
-0.615,-0.6142,1
-0.35906,-0.79054,1
-0.90982,-0.30862,1
-0.7803,-0.32039,1
-0.081394,-0.343,1
-0.11197,-0.08569,1
-0.091696,-0.13343,1
-0.15704,-0.060376,1
-0.48985,-0.079136,1
-0.63922,-0.67188,1
-0.53735,-0.50008,1
-0.72224,-0.1766,1
-0.51362,-0.76041,1
-0.23137,-0.26579,1
-0.27314,-0.4523,1
-0.74571,-0.17228,1
-0.37464,-0.91063,1
-0.70392,-0.25599,1
-0.09358,-0.099449,1
-0.29608,-0.84437,1
-0.48238,-0.016927,1
-0.78428,-0.43819,1
-0.12349,-0.61042,1
-0.22444,-0.90176,1
-0.5732,-0.64697,1
-0.15513,-0.7295,1
-0.029095,-0.36825,1
-0.065923,-0.23574,1
-0.079128,-0.33924,1
-0.20854,-0.032608,1
-0.17073,-0.2799,1
-0.21334,-0.42449,1
-0.48527,-0.69102,1
-0.23162,-0.71139,1
-0.11189,-0.006082,1
-0.094736,-0.251,1
-0.40229,-0.89746,1
-0.69188,-0.29901,1
-0.41462,-0.17716,1
-0.27426,-0.42084,1
-0.73867,-0.44519,1
-0.13886,-0.4197,1
-0.58277,-0.49167,1
-0.32962,-0.9281,1
-0.013773,-0.92013,1
-0.43628,-0.22251,1
-0.68503,-0.15652,1
-0.12157,-0.77793,1
-0.60044,-0.68444,1
-0.015707,-0.39566,1
-0.073643,-0.11469,1
-0.0025301,-0.2646,1
-0.45618,-0.52749,1
-0.52728,-0.57298,1
-0.73722,-0.15924,1
-0.47768,-0.29864,1
-0.99345,-0.040937,1
-0.73737,-0.18981,1
-0.23984,-0.56799,1
-0.74141,-0.035431,1
-0.72414,-0.47006,1
-0.17551,-0.79902,1
-0.23893,-0.45589,1
-0.12018,-0.2278,1
-0.58183,-0.17763,1
-0.60992,-0.50765,1
-0.28009,-0.36294,1
-0.013966,-0.8675,1
-0.24483,-0.081214,1
-0.47207,-0.19357,1
-0.82208,-0.35908,1
-0.1682,-0.40638,1
-0.60234,-0.52597,1
-0.72145,-0.064688,1
-0.67085,-0.68904,1
-0.48495,-0.1677,1
-0.0799,-0.24408,1
-0.76554,-0.38603,1
-0.87791,-0.038093,1
-0.56796,-0.76501,1
-0.23444,-0.93649,1
-0.097586,-0.066547,1
-0.18536,-0.44722,1
-0.54552,-0.56496,1
-0.64314,-0.7317,1
-0.85429,0.47919,-1
-0.85266,0.27738,-1
-0.022682,0.17835,-1
-0.29982,0.78708,-1
-0.21847,0.64596,-1
-0.96523,0.12605,-1
-0.42301,0.20615,-1
-0.39501,0.33322,-1
-0.13139,0.2534,-1
-0.63278,0.16794,-1
-0.20858,0.25595,-1
-0.79036,0.095489,-1
-0.80225,0.3992,-1
-0.56954,0.61027,-1
-0.1724,0.85819,-1
-0.58478,0.022016,-1
-0.22849,0.89087,-1
-0.20489,0.62192,-1
-0.56888,0.70738,-1
-0.46946,0.63726,-1
-0.086528,0.36869,-1
-0.25505,0.11549,-1
-0.039557,0.12949,-1
-0.21894,0.13707,-1
-0.62738,0.25491,-1
-0.10942,0.31839,-1
-0.135,0.097772,-1
-0.80213,0.33384,-1
-0.52961,0.33818,-1
-0.6969,0.51115,-1
-0.3011,0.60145,-1
-0.61214,0.27454,-1
-0.68888,0.059327,-1
-0.42671,0.5403,-1
-0.84425,0.30068,-1
-0.055868,0.63188,-1
-0.91949,0.24338,-1
-0.057256,0.1838,-1
-0.51158,0.71565,-1
-0.16096,0.31581,-1
-0.098696,0.78024,-1
-0.10066,0.015194,-1
-0.40308,0.61331,-1
-0.040673,0.036928,-1
-0.68323,0.69598,-1
-0.19612,0.9311,-1
-0.28428,0.84567,-1
-0.11422,0.94986,-1
-0.27311,0.2664,-1
-0.15861,0.3641,-1
-0.23041,0.3668,-1
-0.13329,0.77764,-1
-0.89924,0.31175,-1
-0.1658,0.98105,-1
-0.84307,0.018929,-1
-0.235,0.82254,-1
-0.74644,0.5934,-1
-0.044564,0.63158,-1
-0.47216,0.16405,-1
-0.12221,0.39812,-1
-0.25487,0.23345,-1
-0.82735,0.35791,-1
-0.089401,0.37256,-1
-0.39149,0.33321,-1
-0.30204,0.85315,-1
-0.51791,0.20581,-1
-0.89876,0.41791,-1
-0.14137,0.49664,-1
-0.71341,0.15715,-1
-0.017416,0.5605,-1
-0.93144,0.20784,-1
-0.46583,0.38672,-1
-0.38973,0.53075,-1
-0.66496,0.26479,-1
-0.87474,0.41679,-1
-0.17589,0.003502,-1
-0.3582,0.76719,-1
-0.005625,0.94392,-1
-0.1643,0.01712,-1
-0.70461,0.15994,-1
-0.51995,0.2359,-1
-0.67251,0.63814,-1
-0.66955,0.33199,-1
-0.78192,0.28077,-1
-0.37376,0.55961,-1
-0.74163,0.27981,-1
-0.49781,0.20563,-1
-0.079385,0.055196,-1
-0.44819,0.61309,-1
-0.49617,0.25546,-1
-0.0035167,0.7192,-1
-0.89807,0.33148,-1
-0.64442,0.10579,-1
-0.1826,0.46266,-1
-0.1149,0.59841,-1
-0.3274,0.90811,-1
-0.44226,0.86097,-1
-0.90341,0.16788,-1
-0.72271,0.63079,-1
-0.2078,0.42979,-1
0.063775,-0.28882,-1
0.20985,-0.42811,-1
0.46068,-0.31961,-1
0.20377,-0.36502,-1
0.51284,-0.58659,-1
0.41313,-0.49286,-1
0.8708,-0.24097,-1
0.26709,-0.33733,-1
0.4329,-0.71727,-1
0.42774,-0.23957,-1
0.25835,-0.71237,-1
0.39569,-0.43865,-1
0.11326,-0.21009,-1
0.3985,-0.26459,-1
0.79985,-0.15602,-1
0.45602,-0.53787,-1
0.67953,-0.23928,-1
0.27493,-0.31486,-1
0.64796,-0.3884,-1
0.20528,-0.97704,-1
0.56838,-0.70269,-1
0.76315,-0.10945,-1
0.80421,-0.57379,-1
0.8865,-0.34012,-1
0.54973,-0.54167,-1
0.12694,-0.12772,-1
0.29664,-0.074725,-1
0.027181,-0.25423,-1
0.52669,-0.41753,-1
0.61025,-0.055015,-1
0.71765,-0.67847,-1
0.12326,-0.39088,-1
0.9583,-0.23335,-1
0.33734,-0.8085,-1
0.80939,-0.41124,-1
0.59683,-0.52574,-1
0.81512,-0.065651,-1
0.57379,-0.38426,-1
0.11092,-0.028856,-1
0.0074034,-0.5941,-1
0.70138,-0.011745,-1
0.10405,-0.8481,-1
0.3318,-0.59878,-1
0.6739,-0.057137,-1
0.0052096,-0.37099,-1
0.10033,-0.028682,-1
0.85018,-0.18834,-1
0.36044,-0.43593,-1
0.38794,-0.91317,-1
0.44693,-0.14313,-1
0.39697,-0.42559,-1
0.15161,-0.70775,-1
0.86327,-0.098259,-1
0.672,-0.1108,-1
0.24648,-0.25312,-1
0.54492,-0.12477,-1
0.43409,-0.56221,-1
0.72149,-0.39154,-1
0.51359,-0.7116,-1
0.25757,-0.25297,-1
0.044409,-0.14472,-1
0.71938,-0.039603,-1
0.40129,-0.80558,-1
0.018165,-0.11079,-1
0.18431,-0.79906,-1
0.018344,-0.82854,-1
0.60464,-0.28924,-1
0.74124,-0.60444,-1
0.76129,-0.25455,-1
0.051751,-0.050613,-1
0.65913,-0.22356,-1
0.82314,-0.42633,-1
0.85634,-0.31158,-1
0.48019,-0.64697,-1
0.69833,-0.43131,-1
0.21196,-0.73046,-1
0.25354,-0.45808,-1
0.20051,-0.72134,-1
0.4907,-0.65647,-1
0.21977,-0.55148,-1
0.55187,-0.74247,-1
0.4413,-0.017184,-1
0.41684,-0.75734,-1
0.53794,-0.014799,-1
0.73997,-0.47565,-1
0.36343,-0.54374,-1
0.87629,-0.19951,-1
0.49156,-0.33453,-1
0.17827,-0.42651,-1
0.82999,-0.28001,-1
0.34935,-0.43196,-1
0.456,-0.72478,-1
0.42782,-0.74929,-1
0.41836,-0.21535,-1
0.18952,-0.42213,-1
0.42596,-0.13231,-1
0.16889,-0.33763,-1
0.46324,-0.4031,-1
0.11318,-0.11755,-1
0.32449,-0.075021,-1
